season,season_type,player_id,player_name,player_display_name,position,position_group,headshot_url,games,recent_team,completions,attempts,passing_yards,passing_tds,interceptions,sacks,sack_yards,sack_fumbles,sack_fumbles_lost,passing_air_yards,passing_yards_after_catch,passing_first_downs,passing_epa,passing_2pt_conversions,pacr,dakota,carries,rushing_yards,rushing_tds,rushing_fumbles,rushing_fumbles_lost,rushing_first_downs,rushing_epa,rushing_2pt_conversions,receptions,targets,receiving_yards,receiving_tds,receiving_fumbles,receiving_fumbles_lost,receiving_air_yards,receiving_yards_after_catch,receiving_first_downs,receiving_epa,receiving_2pt_conversions,racr,target_share,air_yards_share,wopr,special_teams_tds,fantasy_points,fantasy_points_ppr
2024,REG,00-0023459,A.Rodgers,Aaron Rodgers,QB,QB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/jdcb4nomlc4rd6k5l6to",7,NYJ,158,256,1663,10,7,17,127,2,0,1733,884,81,5.0617383872245,1,0.959607616849394,0.0493581039897552,11,44,0,0,0,3,0.517477467152946,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,98.92,98.92
2024,REG,00-0024243,M.Lewis,Marcedes Lewis,TE,TE,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ppq07tipygpftz5csipx",1,CHI,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,1,1,2,0,0,0,1,1,1,0.0646047429181635,0,2,0.0384615384615385,0.00970873786407767,0.0644884241971621,0,0.2,1.2
2024,REG,00-0026158,J.Flacco,Joe Flacco,QB,QB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/yxvyoeojkif7tnfviamc",3,IND,71,108,716,7,1,6,49,1,1,962,301,37,19.7362006949657,0,0.744282744282744,0.158714279524251,6,26,0,0,0,2,-0.700734953104984,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,55.24,55.24
2024,REG,00-0026300,J.Johnson,Josh Johnson,QB,QB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/gbaye18gptzb1jpyswv8",1,BAL,1,1,1,0,0,0,0,0,0,0,1,0,-1.40565618581604,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,0.04,0.04
2024,REG,00-0026498,M.Stafford,Matthew Stafford,QB,QB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/xdlnnbapdbk8trxqlasu",7,LA,157,232,1671,7,5,17,115,2,2,1682,795,76,-4.88560546176558,0,0.99346016646849,0.0634606698806417,6,-7,0,0,0,0,-4.33279578777729,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,80.14,80.14
2024,REG,00-0027973,A.Dalton,Andy Dalton,QB,QB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/az1zo7fl2tozg50tgs0d",6,CAR,106,160,989,7,6,7,37,1,0,1062,459,50,-18.0958913262782,0,0.931261770244821,0.0282681455905481,11,34,0,0,0,2,-3.43167459384309,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,58.96,58.96
2024,REG,00-0028118,T.Taylor,Tyrod Taylor,QB,QB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/xk8e04jdsvigd6fky3uy",1,NYJ,6,8,36,1,0,0,0,0,0,31,24,3,3.21053655256401,0,1.16129032258065,0.242822721475787,1,7,0,0,0,0,0.77277823726763,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,6.14,6.14
2024,REG,00-0028872,J.Hekker,Johnny Hekker,P,SPEC,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/bcl8kjfwubicyywpxfny",1,CAR,0,1,0,0,0,0,0,0,0,17,0,0,-3.02858219714835,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,0,0
2024,REG,00-0028899,R.McLeod,Rodney McLeod,FS,DB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ettne7rdpnkozuyhx8be",1,CLE,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,,,,,1,6,6
2024,REG,00-0029263,R.Wilson,Russell Wilson,QB,QB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/u36rhg0md8ey3b4khbre",1,PIT,16,29,264,2,0,1,4,0,0,238,115,12,8.76133866860301,0,1.10924369747899,0.155053644476993,3,3,1,0,0,2,1.43774519278668,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,24.86,24.86
2024,REG,00-0029604,K.Cousins,Kirk Cousins,QB,QB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/yt6n07jezvfmcsoq0j13",7,ATL,162,242,1830,10,7,13,102,3,1,1739,883,86,25.4682075169305,0,1.05232892466935,0.105286019401985,11,-8,0,1,0,0,-12.2036251459235,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,96.4,96.4
2024,REG,00-0029892,K.Juszczyk,Kyle Juszczyk,FB,RB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/mfhpygabawkeioplae7a",6,SF,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,2,20,1,0,0,1,2.62405003525782,0,10,17,87,0,0,0,93,28,3,-4.15380468103065,0,0.935483870967742,0.0949720670391061,0.0526018099547511,0.179279367526985,0,16.7,26.7
2024,REG,00-0030035,A.Thielen,Adam Thielen,WR,WR,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/kmldtl8p9h7h5dzvkwsw",3,CAR,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,8,12,109,1,0,0,126,25,5,5.24023073544959,0,0.865079365079365,0.130434782608696,0.195956454121306,0.332821691797958,0,16.9,24.9
2024,REG,00-0030061,Z.Ertz,Zach Ertz,TE,TE,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/xktmmeumuoglbuam75iz",7,WAS,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,25,34,268,1,1,0,284,62,13,12.5153695812574,1,0.943661971830986,0.178010471204188,0.197085357390701,0.404975456979773,0,34.8,59.8
2024,REG,00-0030279,K.Allen,Keenan Allen,WR,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/lngo1onvkcqjnq7ozkuu",4,CHI,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,15,25,122,2,0,0,191,46,9,7.79070905923676,0,0.638743455497382,0.238095238095238,0.288956127080182,0.559412146098984,0,24.2,39.2
2024,REG,00-0030431,R.Woods,Robert Woods,WR,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ydjg5fylwkf5aaxiul6v",2,HOU,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,3,5,28,0,0,0,36,25,1,-1.62688930484001,0,0.777777777777778,0.0609756097560976,0.0632688927943761,0.13575163959021,0,2.8,5.8
2024,REG,00-0030506,T.Kelce,Travis Kelce,TE,TE,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ilk4qbxxs6mt3v9zfvtg",6,KC,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,1,1,0,0,0,0,-0.092226896143984,0,28,36,245,0,0,0,245,103,12,1.53954262839397,0,1,0.208092485549133,0.24949083503055,0.486782312845084,0,24.6,52.6
2024,REG,00-0030564,D.Hopkins,DeAndre Hopkins,WR,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/mcoovpx81ao3cdn0igbj",6,TEN,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,15,21,173,1,1,0,237,1,10,-2.8843195407535,0,0.729957805907173,0.12280701754386,0.179409538228615,0.30979720307582,0,23.3,38.3
2024,REG,00-0030565,G.Smith,Geno Smith,QB,QB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/izkm5yyxybb5uy5dkcgf",7,SEA,191,279,1985,8,6,20,124,1,0,2012,976,100,20.2283314207195,0,0.986580516898608,0.107737141204026,25,161,1,1,0,10,9.30861941142939,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,121.5,121.5
2024,REG,00-0030578,C.Patterson,Cordarrelle Patterson,RB,RB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/jktdrwmujfuqp94csnav",4,PIT,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,16,92,0,0,0,5,1.59119696330834,0,5,7,34,0,0,0,27,25,2,-6.08162458479637,0,1.25925925925926,0.111111111111111,0.0666666666666667,0.213333333333333,0,12.6,17.6
2024,REG,00-0031235,O.Beckham,Odell Beckham,WR,WR,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/etl34lkiscs2lpc4to2f",2,MIA,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,0,4,0,0,0,0,48,0,0,-7.33624325088091,0,0,0.0754716981132076,0.105960264900662,0.187379732600275,0,0,0
2024,REG,00-0031236,B.Cooks,Brandin Cooks,WR,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/pjoksfxpbba4hevwpuop",4,DAL,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,2,2,0,0,0,0,-1.66288108529989,0,9,19,91,1,0,0,244,16,6,0.269372371302662,0,0.372950819672131,0.128378378378378,0.201986754966887,0.333958296044389,0,15.3,24.3
2024,REG,00-0031280,D.Carr,Derek Carr,QB,QB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/qsz1pyrlu6bmvby6maaf",5,NO,90,128,989,8,4,5,26,0,0,1044,436,42,23.960419863456,0,0.947318007662835,0.144334453082643,8,22,1,0,0,2,-1.05725964641897,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,71.76,71.76
2024,REG,00-0031299,J.Matthews,Jordan Matthews,TE,TE,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/lzmaxofoalitaiiuchm7",1,CAR,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,0,1,0,0,0,0,16,0,0,-0.581935274414718,0,0,0.0344827586206897,0.0454545454545455,0.0835423197492163,0,0,0
2024,REG,00-0031381,D.Adams,Davante Adams,WR,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ghny3c3lzro28anpepnr",4,NYJ,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,21,36,239,1,0,0,307,56,11,-2.61414483135539,0,0.778501628664495,0.246575342465753,0.351660939289805,0.616025671201494,0,29.9,50.9
2024,REG,00-0031408,M.Evans,Mike Evans,WR,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/vfsaie1uiokfczwv9p4d",7,TB,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,26,45,335,6,0,0,488,78,21,5.18976859670975,0,0.686475409836066,0.1931330472103,0.340544312630844,0.528080589657042,0,69.5,95.5
2024,REG,00-0031428,A.Robinson,Allen Robinson,WR,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/aiao6fueniqtyjlove7w",1,DET,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,0,1,0,0,0,0,4,0,0,-0.673426947323605,0,0,0.037037037037037,0.0150375939849624,0.0660818713450292,0,0,0
2024,REG,00-0031503,J.Winston,Jameis Winston,QB,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/eupdyd3zccjeoloqmyfl",4,CLE,6,12,83,1,0,1,2,0,0,114,34,5,6.78560668398859,1,0.728070175438597,0.168495045712187,5,2,0,0,0,3,2.53484028746607,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,9.52,9.52
2024,REG,00-0031544,A.Cooper,Amari Cooper,WR,WR,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zibbxjtein7gpu5zgcj4",7,BUF,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,28,58,316,3,0,0,754,72,15,-1.02867965598135,0,0.419098143236074,0.256637168141593,0.447212336892052,0.698004388036826,0,49.6,77.6
2024,REG,00-0031549,N.Agholor,Nelson Agholor,WR,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/wyxfkarcjgqdz3pl8nnr",7,BAL,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,8,17,134,0,0,0,205,77,4,3.74175587631637,0,0.653658536585366,0.0890052356020942,0.135224274406332,0.228164845487574,0,13.4,21.4
2024,REG,00-0031585,M.Pruitt,MyCole Pruitt,TE,TE,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/jazo8egu5luwyxxcpjh8",1,PIT,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,1,2,9,0,0,0,11,1,0,0.343065293505788,0,0.818181818181818,0.0909090909090909,0.0814814814814815,0.193400673400673,0,0.9,1.9
2024,REG,00-0031588,S.Diggs,Stefon Diggs,WR,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/to2qwuffjnjlouctglsl",7,HOU,1,1,13,0,0,0,0,0,0,-4,17,1,2.76291913574096,0,0,,2,12,1,0,0,1,2.1594620111282,0,42,55,415,3,0,0,453,155,27,17.0725211268333,0,0.916114790286976,0.237068965517241,0.26948245092207,0.544241163921311,0,67.22,109.22
2024,REG,00-0031595,M.Burton,Michael Burton,FB,RB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/edfaq7s9wuzedbfcarrp",4,DEN,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,4,4,12,0,0,0,6,6,0,-1.63310619187541,0,2,0.0317460317460317,0.00628272251308901,0.0520169533782099,0,1.2,5.2
2024,REG,00-0031687,R.Mostert,Raheem Mostert,RB,RB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ayii5q2am51xeipp1h8v",3,MIA,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,36,139,0,1,1,5,-11.6459933446487,0,4,5,28,0,0,0,0,34,2,3.88981244078605,0,0,0.0746268656716418,0,0.111940298507463,0,14.7,18.7
2024,REG,00-0031690,E.Tomlinson,Eric Tomlinson,TE,TE,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/t8tpgts9nlhw4uaqcb7x",2,LAC,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,1,2,7,0,0,0,1,10,0,-0.856747987507719,0,7,0.0357142857142857,0.00213219616204691,0.0550639658848614,0,0.7,1.7
2024,REG,00-0031763,D.Carter,DeAndre Carter,WR,WR,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/mh4cvggohuakwwhobzrk",3,CHI,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,7,12,60,0,0,0,144,31,3,-4.85830579930916,0,0.416666666666667,0.108108108108108,0.148914167528438,0.266402079432069,0,6,13
2024,REG,00-0031800,T.Heinicke,Taylor Heinicke,QB,QB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/mce9npimqth6urf4osgd",1,LAC,2,2,24,0,0,3,28,0,0,16,8,1,-3.60795848350972,0,1.5,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,0.96,0.96
2024,REG,00-0031941,J.Crowder,Jamison Crowder,WR,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/rfysbrjrvfdr72cx8who",1,WAS,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,1,1,5,0,0,0,-3,8,0,0.160205034073442,0,0,0.0416666666666667,-0.024,0.0457,0,0.5,1.5
2024,REG,00-0032104,A.Abdullah,Ameer Abdullah,RB,RB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/atwi5p12mlgnsl4y8cgt",4,LV,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,11,67,1,1,1,2,-5.82840828643494,0,10,12,37,0,0,0,-35,74,3,-1.20446636329871,0,-1.05714285714286,0.0810810810810811,-0.0342465753424658,0.0976490188818956,0,14.4,24.4
2024,REG,00-0032128,C.Conley,Chris Conley,WR,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/mr4h7vx02uwpr7xlfk6y",3,SF,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,1,5,4,0,0,0,95,0,0,-7.27010175195755,0,0.0421052631578947,0.0537634408602151,0.0984455958549223,0.149557078388768,0,0.4,1.4
2024,REG,00-0032211,T.Lockett,Tyler Lockett,WR,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/yz9p4pfwr0iyakhnwj4z",7,SEA,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,30,46,384,1,0,0,477,78,25,8.24481609371807,0,0.805031446540881,0.171003717472119,0.237786640079761,0.422956224264011,0,44.4,74.4
2024,REG,00-0032268,M.Mariota,Marcus Mariota,QB,QB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/b9ribxqudeehvmjlw0va",2,WAS,19,26,203,2,0,1,4,0,0,249,50,12,8.53099567957163,0,0.815261044176707,0.2044728184386,13,36,0,1,0,3,-0.928370213336188,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,19.72,19.72
2024,REG,00-0032381,T.Decker,Taylor Decker,T,OL,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/xg3blm0zbnyigvjs1yj5",1,DET,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,0,1,0,0,0,0,2,0,0,-0.367620860051829,0,0,0.037037037037037,0.0075187969924812,0.0608187134502924,0,0,0
2024,REG,00-0032385,S.Shepard,Sterling Shepard,WR,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/dphqvpkeselgrselrvma",4,TB,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,4,31,0,0,0,1,0.795802734792233,0,8,12,93,1,0,0,165,16,5,7.29256248642923,1,0.563636363636364,0.0789473684210526,0.15972894482091,0.230231314006216,0,20.4,28.4
2024,REG,00-0032392,A.Hooper,Austin Hooper,TE,TE,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/jp2z8s6pcanbitupycwc",7,NE,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,12,21,114,1,1,1,121,82,8,-0.879466330581857,0,0.942148760330578,0.105,0.0900967982129561,0.220567758749069,0,15.4,27.4
2024,REG,00-0032394,N.Vannett,Nick Vannett,TE,TE,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/srrlkx2mydsb8gfco6fp",3,TEN,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,8,8,45,1,0,0,3,42,2,3.25035882083466,0,15,0.0808080808080808,0.00647948164146868,0.125747758361149,0,10.5,18.5
2024,REG,00-0032434,B.Allen,Brandon Allen,QB,QB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/xn9eheiy6kty4movmlak",1,SF,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,-0.1,-0.1
2024,REG,00-0032464,K.Raymond,Kalif Raymond,WR,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/hogsyuf9rqnzydmhbsht",5,DET,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,1,12,0,0,0,1,0.603927240008488,0,11,15,148,1,0,0,137,93,6,7.45080911705736,0,1.08029197080292,0.120967741935484,0.152053274139845,0.287888904801117,0,22,33
2024,REG,00-0032688,R.Chosen,Robbie Chosen,WR,WR,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/hkcncqfwusv19fah3mbt",1,MIA,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,1,4,5,0,0,0,47,1,0,-8.40638242330169,0,0.106382978723404,0.108108108108108,0.155629139072848,0.271102559513156,0,0.5,1.5
2024,REG,00-0032764,D.Henry,Derrick Henry,RB,RB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/m7bv3lv9puapabltvykk",7,BAL,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,134,873,8,1,0,39,24.1621708910461,0,7,9,62,2,0,0,-15,67,4,3.49979998351773,0,-4.13333333333333,0.0542168674698795,-0.015,0.0708253012048193,0,153.5,160.5
2024,REG,00-0032775,D.Robinson,Demarcus Robinson,WR,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/lakf0xue1qqb7ed4p6ge",7,LA,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,15,29,233,3,0,0,472,20,13,8.17966785376714,0,0.49364406779661,0.12719298245614,0.280785246876859,0.387339146498012,0,41.3,56.3
2024,REG,00-0032918,C.Ham,C.J. Ham,FB,RB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/a23fezyvrzsse3q8yuxi",2,MIN,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,2,10,1,0,0,1,1.45819363355986,0,2,2,11,0,1,1,5,6,0,-3.23341944767162,0,2.2,0.0869565217391304,0.0280898876404494,0.15009770395701,0,6.1,8.1
2024,REG,00-0033009,T.Boyd,Tyler Boyd,WR,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ttifog0hjxprlhkagugu",6,TEN,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,18,24,170,0,0,0,170,71,10,6.07372885002036,0,1,0.140350877192982,0.128690386071158,0.300609586039284,0,17,35
2024,REG,00-0033040,T.Hill,Tyreek Hill,WR,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/gdwjlpbkenmnsibawkht",6,MIA,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,5,36,0,0,0,2,-1.77630077314097,0,24,41,294,1,0,0,501,143,12,-1.65992318622714,0,0.586826347305389,0.230337078651685,0.372490706319703,0.60624911240132,0,39,63
2024,REG,00-0033045,E.Elliott,Ezekiel Elliott,RB,RB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/d4yr6htg4dbs0bgcfqnd",6,DAL,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,38,115,1,0,0,6,-7.8997488359164,0,6,9,36,0,0,0,-20,57,2,-0.802949182666403,0,-1.8,0.0476190476190476,-0.0133868808567604,0.0620577548288392,0,21.1,27.1
2024,REG,00-0033077,D.Prescott,Dak Prescott,QB,QB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/xmtaggdnhuyl4pdwtv8j",6,DAL,142,224,1602,8,6,16,98,4,1,1833,758,68,-4.8401291188319,0,0.873977086743044,0.040900506815114,9,25,1,0,0,3,2.66446433641249,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,90.58,90.58
2024,REG,00-0033090,H.Henry,Hunter Henry,TE,TE,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/sdjob9akppefyo7py5tj",7,NE,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,27,39,313,1,0,0,293,130,18,9.2465100597995,0,1.06825938566553,0.195,0.218168279970216,0.445217795979151,0,37.3,64.3
2024,REG,00-0033106,J.Goff,Jared Goff,QB,QB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/jxyaiwwkabzmmphouxil",6,DET,128,174,1610,10,4,13,106,2,0,1237,918,72,39.7676735354988,0,1.30153597413096,0.148989770583952,13,17,0,0,0,3,-1.31294822070703,0,1,1,7,1,0,0,5,2,1,1.72411598067265,0,1.4,0.0526315789473684,0.0632911392405063,0.123251165889407,0,104.8,105.8
2024,REG,00-0033119,J.Brissett,Jacoby Brissett,QB,QB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/dps7iuuc2zwl68yppqux",5,NE,79,135,696,2,1,17,108,3,1,915,373,35,-37.6813138401495,0,0.760655737704918,0.00763797679447283,12,51,0,0,0,4,3.7770860097371,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,36.94,36.94
2024,REG,00-0033217,M.Alie-Cox,Mo Alie-Cox,TE,TE,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/f4orwwthvtcyd3vfqjvs",6,IND,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,7,12,100,1,0,0,109,32,4,7.49842846435259,0,0.91743119266055,0.0701754385964912,0.0620022753128555,0.148664750613736,0,16,23
2024,REG,00-0033246,J.Mundt,Johnny Mundt,TE,TE,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ievumbznrtys9b2esphz",7,MIN,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,14,20,93,1,0,0,100,40,4,2.06398885264688,0,0.93,0.113636363636364,0.0597371565113501,0.21227055501249,0,15.3,29.3
2024,REG,00-0033282,C.Samuel,Curtis Samuel,WR,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/mq62ulflifrpjrcyknbj",7,BUF,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,3,6,0,0,0,0,-1.51756046473747,0,12,18,92,0,0,0,111,46,2,-3.90166433373914,0,0.828828828828829,0.0989010989010989,0.0783898305084746,0.203224529707581,0,9.8,21.8
2024,REG,00-0033288,G.Kittle,George Kittle,TE,TE,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ivkrikewqqdllzvano8h",6,SF,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,34,42,375,5,0,0,330,123,19,16.5638434665743,0,1.13636363636364,0.232044198895028,0.191304347826087,0.481979341820802,0,67.5,101.5
2024,REG,00-0033293,A.Jones,Aaron Jones,RB,RB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/bktkfvgfwujkdbzkcfim",7,MIN,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,104,501,2,0,0,21,2.32982074240127,0,22,25,227,1,1,1,50,201,10,4.18756273167674,0,4.54,0.142045454545455,0.029868578255675,0.233976186597154,0,88.8,110.8
2024,REG,00-0033307,K.Bourne,Kendrick Bourne,WR,WR,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/vrovcaqql9p6xsycko83",3,NE,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,4,5,29,0,0,0,22,15,1,-0.363627977903595,0,1.31818181818182,0.0515463917525773,0.0283505154639175,0.0971649484536083,0,2.9,6.9
2024,REG,00-0033319,N.Mullens,Nick Mullens,QB,QB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/xkbzegq3t29ean26xyp0",2,MIN,1,1,24,0,0,0,0,0,0,21,3,1,2.59322250972036,0,1.14285714285714,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,0.96,0.96
2024,REG,00-0033357,T.Hill,Taysom Hill,QB,QB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/q8itjlocg5do60qat4l3",3,NO,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,14,77,2,0,0,9,9.62746050429996,0,2,3,2,0,0,0,21,3,0,0.181457654340193,0,0.0952380952380952,0.0769230769230769,0.0606936416184971,0.157870164517563,0,19.9,21.9
2024,REG,00-0033375,T.Patrick,Tim Patrick,WR,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ub7mmdqtfzxnq9edsa2h",5,DET,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,10,12,165,0,0,0,145,56,6,8.11401352277608,0,1.13793103448276,0.0821917808219178,0.134011090573013,0.217095434633986,0,16.5,26.5
