season,season_type,player_id,player_name,player_display_name,position,position_group,headshot_url,games,recent_team,completions,attempts,passing_yards,passing_tds,interceptions,sacks,sack_yards,sack_fumbles,sack_fumbles_lost,passing_air_yards,passing_yards_after_catch,passing_first_downs,passing_epa,passing_2pt_conversions,pacr,dakota,carries,rushing_yards,rushing_tds,rushing_fumbles,rushing_fumbles_lost,rushing_first_downs,rushing_epa,rushing_2pt_conversions,receptions,targets,receiving_yards,receiving_tds,receiving_fumbles,receiving_fumbles_lost,receiving_air_yards,receiving_yards_after_catch,receiving_first_downs,receiving_epa,receiving_2pt_conversions,racr,target_share,air_yards_share,wopr,special_teams_tds,fantasy_points,fantasy_points_ppr
2024,REG,00-0035689,D.Knox,Dawson Knox,TE,TE,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/uazfj5l5vzow2oyfa1s6",5,BUF,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,5,9,47,1,0,0,66,20,2,1.16881421755534,0,0.712121212121212,0.0666666666666667,0.0812807881773399,0.156896551724138,0,10.7,15.7
2024,REG,00-0035700,J.Jacobs,Josh Jacobs,RB,RB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ksdusqxnwqtnph0htcfx",7,GB,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,120,540,1,2,1,25,-14.9894148268235,0,16,19,117,1,0,0,-16,150,6,3.44088559339952,0,-7.3125,0.0979381443298969,-0.0117216117216117,0.138702088289717,0,75.7,91.7
2024,REG,00-0035704,D.Lock,Drew Lock,QB,QB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/tlkgzjnuugarxjeoj9vk",1,NYG,3,8,6,0,0,1,6,2,0,71,9,0,-7.03727359883487,0,0.0845070422535211,-0.12762847886985,1,13,0,0,0,1,1.29205274162814,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,1.54,1.54
2024,REG,00-0035710,D.Jones,Daniel Jones,QB,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zrhniboizqpxtdyz6gez",7,NYG,150,240,1442,6,4,21,118,2,0,1710,762,74,-22.7710991898459,0,0.84327485380117,0.0418113210557938,50,184,0,0,0,15,-1.18866132578114,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,92.08,92.08
2024,REG,00-0035719,D.Samuel,Deebo Samuel,WR,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/shqoqpjwwoiexzy6cmgb",5,SF,0,0,0,0,0,1,4,0,0,0,0,0,-2.08983199129667,0,,,19,51,1,0,0,1,-4.17183357516318,0,20,32,335,1,0,0,312,154,13,7.86659579455117,0,1.07371794871795,0.213333333333333,0.217118997912317,0.471983298538622,0,50.6,70.6
2024,REG,00-0035806,J.Hasty,Jamycal Hasty,RB,RB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/stvclosmy6zi864kfxw7",5,NE,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,10,32,0,0,0,0,-1.2440208175436,0,6,8,58,1,0,0,3,66,2,3.46955841069575,0,19.3333333333333,0.0808080808080808,0.00433526011560694,0.124246803293046,0,15,21
2024,REG,00-0035924,J.Ward,Jonathan Ward,RB,RB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/yct3a4xznwcxjvn4iosk",2,PIT,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,5,22,0,0,0,1,0.204633340588771,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,2.2,2.2
2024,REG,00-0035973,P.Taylor,Patrick Taylor,RB,RB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/nd1utxii5exwfoujq5a4",1,SF,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,5,16,0,0,0,1,-1.03337473981082,0,1,1,12,0,0,0,3,9,1,0.864272901555523,0,4,0.037037037037037,0.0155440414507772,0.0664363845710996,0,2.8,3.8
2024,REG,00-0035993,T.Huntley,Tyler Huntley,QB,QB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/gmszlzuoyr4mqyfasjtf",3,MIA,39,66,377,1,1,7,45,0,0,606,163,19,-16.2742908383195,0,0.622112211221122,-0.00485515941109067,16,67,1,1,1,6,-5.98672713934851,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,27.78,27.78
2024,REG,00-0036040,J.Johnson,Juwan Johnson,TE,TE,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/pdsl9w3agc9uvjqpq1jy",5,NO,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,15,20,136,1,0,0,129,54,6,5.80076197496965,0,1.05426356589147,0.118343195266272,0.0924731182795699,0.242245975695107,0,19.6,34.6
2024,REG,00-0036096,J.Taylor,J.J. Taylor,RB,RB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/m8en6noemyviirgtxlgd",2,HOU,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,7,21,0,0,0,0,-1.7249829430948,0,2,3,0,0,0,0,-6,1,0,-2.49336225399748,0,0,0.0365853658536585,-0.0105448154657293,0.0474966779544773,0,2.1,4.1
2024,REG,00-0036133,J.Proche,James Proche,WR,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/me4h87meacls1jjh0cug",1,CLE,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,1,1,3,0,0,0,-1,4,0,-0.228872006875463,0,0,0.03125,-0.00581395348837209,0.0428052325581395,0,0.3,1.3
2024,REG,00-0036139,R.Dowdle,Rico Dowdle,RB,RB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/fe8ge4f6vvtyihou5czu",6,DAL,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,59,246,0,1,0,15,1.57064289663021,0,16,20,131,2,0,0,52,105,6,7.91481830993533,0,2.51923076923077,0.0862068965517242,0.028555738605162,0.1492993618512,0,49.7,65.7
2024,REG,00-0036158,J.Dobbins,J.K. Dobbins,RB,RB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/rbuyzj3kv10xrq1rfy2l",6,LAC,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,95,478,3,0,0,23,1.22929990834302,0,15,16,76,0,0,0,6,91,3,-3.51849036838394,0,12.6666666666667,0.10126582278481,0.00554016620498615,0.155776850520706,0,73.4,88.4
2024,REG,00-0036165,I.Hodgins,Isaiah Hodgins,WR,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/gc1gaxelm41o1luldpek",1,NYG,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,1,1,5,0,0,0,5,0,0,0.151660673087463,0,1,0.0277777777777778,0.0205761316872428,0.0560699588477366,0,0.5,1.5
2024,REG,00-0036182,N.Westbrook-Ikhine,Nick Westbrook-Ikhine,WR,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/rt9ic9wzwl2pevlxt1nd",2,TEN,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,3,6,19,2,0,0,48,1,3,0.0967954916413873,0,0.395833333333333,0.0923076923076923,0.100418410041841,0.208754425490827,0,13.9,16.9
2024,REG,00-0036183,K.Wilkerson,Kristian Wilkerson,WR,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/zhuu9xuvbxiy5xyofwxl",1,LV,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,2,3,18,1,0,0,16,11,2,2.86149290617323,0,1.125,0.0810810810810811,0.0874316939890711,0.182823807413971,0,7.8,9.8
2024,REG,00-0036196,G.Davis,Gabe Davis,WR,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/rlmgjtfct5qjtbwcjqg6",7,JAX,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,18,35,217,2,1,1,419,38,12,2.42151730998582,0,0.517899761336516,0.165876777251185,0.228587015821058,0.408826076951518,0,31.7,49.7
2024,REG,00-0036212,T.Tagovailoa,Tua Tagovailoa,QB,QB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/xzdbwt2ezmxk3pjcsr1n",2,MIA,40,62,483,2,3,4,25,0,0,409,357,19,-6.34367921560622,0,1.18092909535452,0.0417046980339647,3,28,0,0,0,3,4.7172582881758,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,24.12,24.12
2024,REG,00-0036223,J.Taylor,Jonathan Taylor,RB,RB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ye4runp84oku1vnodsa7",4,IND,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,72,349,4,0,0,20,-6.70889012459682,0,6,10,77,0,1,0,0,79,4,-0.705925321904942,0,0,0.12987012987013,0,0.194805194805195,0,66.6,72.6
2024,REG,00-0036232,H.Bryant,Harrison Bryant,TE,TE,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/jjarmcwkadvr7tynkpuj",4,LV,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,7,10,64,0,0,0,37,53,4,-1.51207069237717,0,1.72972972972973,0.0757575757575758,0.0443645083932854,0.144691519511663,0,6.4,13.4
2024,REG,00-0036244,C.Parkinson,Colby Parkinson,TE,TE,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/crjyx8tutyzn8bomqbdc",7,LA,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,23,36,214,0,0,0,191,117,11,2.91957917372915,0,1.12041884816754,0.157894736842105,0.113622843545509,0.316378095745014,0,21.4,44.4
2024,REG,00-0036251,Z.Moss,Zack Moss,RB,RB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/oxrltdgoquiabhihhgnk",7,CIN,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,69,231,2,1,1,13,-17.1972301519667,0,19,23,159,1,0,0,-2,171,9,9.77915058966028,0,-79.5,0.105990783410138,-0.00153846153846154,0.157909252038284,0,55,74
2024,REG,00-0036252,M.Pittman,Michael Pittman,WR,WR,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/wnymcombo2plamteihiy",7,IND,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,28,47,336,2,0,0,507,102,14,-4.81824092729208,0,0.662721893491124,0.236180904522613,0.245164410058027,0.525886443824539,0,45.6,73.6
2024,REG,00-0036259,J.Jennings,Jauan Jennings,WR,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/fqyzagb57zrtegmw69eb",6,SF,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,25,36,404,3,0,0,408,78,18,23.1449326002997,0,0.990196078431373,0.2,0.231161473087819,0.461813031161473,0,58.4,83.4
2024,REG,00-0036261,B.Aiyuk,Brandon Aiyuk,WR,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/qnfyhqxbppevv28hd3rx",7,SF,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,25,47,374,0,0,0,556,107,19,12.8143973824765,0,0.672661870503597,0.222748815165877,0.270823185582075,0.523699452656268,0,37.4,62.4
2024,REG,00-0036264,J.Love,Jordan Love,QB,QB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/a8xqle2vmsnumawdhswb",5,GB,110,179,1351,15,8,7,67,1,0,1586,635,63,10.2250339120109,1,0.851828499369483,0.0920077526701997,9,29,0,0,0,4,3.80581121065188,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,102.94,102.94
2024,REG,00-0036268,L.Shenault,Laviska Shenault,WR,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/o3cfpcor86ghjwyn8icp",5,SEA,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,1,1,0,0,0,0,-0.503968426026404,0,4,4,26,0,0,0,-13,39,1,1.34491631796118,0,0,0.025974025974026,-0.0126459143968872,0.030108898883218,1,8.7,12.7
2024,REG,00-0036275,D.Swift,D'Andre Swift,RB,RB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/xlqznrxbapcjhxxazkbx",6,CHI,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,91,325,3,1,0,13,-15.3767832384328,0,19,23,193,0,0,0,-30,214,6,6.81748927774606,1,-6.43333333333333,0.122994652406417,-0.033003300330033,0.161389668378603,0,71.8,90.8
2024,REG,00-0036290,C.Kmet,Cole Kmet,TE,TE,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/fdxpctcmwjupassg9g9d",6,CHI,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,26,29,289,3,0,0,223,116,15,20.9135044304965,0,1.29596412556054,0.155080213903743,0.157708628005658,0.343016360459575,0,46.9,72.9
2024,REG,00-0036309,D.Mooney,Darnell Mooney,WR,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/c1ixyspw0eshl3a2qrly",7,ATL,0,1,0,0,0,0,0,0,0,19,0,0,-0.423818196868524,0,0,,0,0,0,0,0,0,,0,32,53,414,3,0,0,557,133,22,22.1809613742725,0,0.74326750448833,0.228448275862069,0.317741015402168,0.565091124574621,0,59.4,91.4
2024,REG,00-0036322,J.Jefferson,Justin Jefferson,WR,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/vrftbpzwk6qmv0zjcysg",7,MIN,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,1,3,0,0,0,0,-0.218719784868881,0,41,60,646,5,1,0,747,178,28,37.2459529490198,0,0.86479250334672,0.340909090909091,0.446236559139785,0.823729227761486,0,94.9,135.9
2024,REG,00-0036328,A.Gibson,Antonio Gibson,RB,RB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/c5aij3m4bakia6ygjqux",7,NE,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,51,230,0,0,0,9,-3.86072115274146,0,12,14,119,0,0,0,3,121,6,5.41742488536019,0,39.6666666666667,0.0790960451977401,0.00251466890192791,0.12040433602796,0,34.9,46.9
2024,REG,00-0036331,D.Duvernay,Devin Duvernay,WR,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/wynmyjmvg7cee4y6i21n",4,JAX,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,3,10,0,0,0,1,0.762128054455388,0,1,1,-1,0,0,0,-3,2,0,-0.559013733873144,0,0,0.0227272727272727,-0.00943396226415094,0.0274871355060034,0,0.9,1.9
2024,REG,00-0036332,J.Deguara,Josiah Deguara,TE,TE,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ppvzbuhwwaus50k2xyr2",2,JAX,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,2,2,10,0,0,0,0,10,0,-0.416869901586324,0,0,0.0256410256410256,0,0.0384615384615385,0,1,3
2024,REG,00-0036345,K.Osborn,K.J. Osborn,WR,WR,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/rbgsvh08nmm29gaiw7pr",4,NE,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,7,16,57,1,0,0,78,16,2,-5.7983589214746,0,0.730769230769231,0.139130434782609,0.105834464043419,0.282779777004307,0,11.7,18.7
2024,REG,00-0036355,J.Herbert,Justin Herbert,QB,QB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/vvwim9hpgq1zs3bufmr0",6,LAC,107,164,1164,6,1,12,58,3,1,1288,575,53,17.4340276379776,0,0.903726708074534,0.0843303622552379,20,34,0,1,0,2,-6.26031637410051,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,69.96,69.96
2024,REG,00-0036358,C.Lamb,CeeDee Lamb,WR,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/tfuj9njqdw2dovkwhryc",6,DAL,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,8,37,0,0,0,2,-0.89218418620294,0,32,55,467,2,1,1,498,219,16,0.823999266421995,0,0.937751004016064,0.237068965517241,0.273476112026359,0.547036726694314,0,60.4,92.4
2024,REG,00-0036387,J.Reagor,Jalen Reagor,WR,WR,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/tei81ifva2dy9os89aat",1,LAC,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,1,-1,0,0,0,0,-0.827737997053191,0,1,1,41,0,1,1,37,4,0,-3.99438740429468,0,1.10810810810811,0.027027027027027,0.111111111111111,0.118318318318318,0,2,3
2024,REG,00-0036389,J.Hurts,Jalen Hurts,QB,QB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/k2p5yb4qmqwoo3qcapgt",6,PHI,116,171,1308,7,4,18,127,3,2,1317,656,60,2.41106003483697,0,0.993166287015945,0.107669541404609,63,218,4,2,1,25,16.5118756839085,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,112.12,112.12
2024,REG,00-0036407,J.Jeudy,Jerry Jeudy,WR,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/szca1v9butuqkjs7ekpm",7,CLE,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,21,42,266,1,0,0,551,45,13,-0.0269261699868366,1,0.482758620689655,0.173553719008264,0.317945758799769,0.482892609672235,0,34.6,55.6
2024,REG,00-0036410,T.Higgins,Tee Higgins,WR,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/swqgkrdmjecz3vumrex5",5,CIN,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,29,45,341,3,0,0,458,112,21,22.1707342688169,0,0.744541484716157,0.292207792207792,0.392123287671233,0.712797989681551,0,52.1,81.1
2024,REG,00-0036414,C.Akers,Cam Akers,RB,RB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/q0soq6iusid0dczf94gf",5,HOU,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,40,147,1,1,1,5,-12.17120414495,0,4,7,16,1,0,0,-4,11,1,-2.1255463444395,0,-4,0.0625,-0.0054127198917456,0.0899610960757781,0,26.3,30.3
2024,REG,00-0036415,V.Jefferson,Van Jefferson,WR,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/v2vkt9htky3xawu8yskx",5,PIT,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,10,16,77,1,0,0,176,35,4,-2.668715072702,0,0.4375,0.128,0.17564870259481,0.314954091816367,0,13.7,23.7
2024,REG,00-0036422,A.Trautman,Adam Trautman,TE,TE,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/qvqigum2qjhil0z3er2c",4,DEN,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,2,6,32,0,0,0,12,25,2,-1.96417676017154,0,2.66666666666667,0.047244094488189,0.0184331797235023,0.0837693675387351,0,3.2,5.2
2024,REG,00-0036425,D.Dallas,DeeJay Dallas,RB,RB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/qsij89kqrxap0jba9zwh",1,ARI,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,,,,,1,6,6
2024,REG,00-0036427,T.Johnson,Tyler Johnson,WR,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/vktiajeyqc8s9s6mjws7",6,LA,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,15,23,182,0,0,0,130,121,4,-3.1357689075095,0,1.4,0.12568306010929,0.0989345509893455,0.257778775856476,0,18.2,33.2
2024,REG,00-0036429,C.Woerner,Charlie Woerner,TE,TE,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/hllqdtlyjbs2gbdgn6lj",1,ATL,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,1,2,4,0,0,0,5,1,0,-1.38144248747267,0,0.8,0.0869565217391304,0.0344827586206897,0.154572713643178,0,0.4,1.4
2024,REG,00-0036442,J.Burrow,Joe Burrow,QB,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/jzzqz5ubkilrn9dpxtlp",7,CIN,159,226,1759,14,2,18,97,2,1,1582,816,87,47.0399917438583,0,1.11188369152971,0.166435817649502,21,91,1,1,0,8,7.04346480953973,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,135.46,135.46
2024,REG,00-0036527,D.Turner,D.J. Turner,WR,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/os5eurhh1y45sixa8phl",6,LV,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,4,29,1,0,0,1,1.15732854587259,0,6,17,71,0,0,0,225,30,2,-16.583521599993,0,0.315555555555556,0.103658536585366,0.209497206703911,0.302135849570786,0,16,22
2024,REG,00-0036550,R.Bateman,Rashod Bateman,WR,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/jkcapzvd65fxivefjv8l",7,BAL,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,21,30,394,3,0,0,443,89,17,25.4001879289718,0,0.889390519187359,0.157068062827225,0.29221635883905,0.440153545428173,0,57.4,78.4
2024,REG,00-0036554,N.Collins,Nico Collins,WR,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/q7c9aq8rpremfygslmya",5,HOU,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,32,45,567,3,0,0,540,195,27,30.1181609713543,0,1.05,0.247252747252747,0.418280402788536,0.663675402831096,0,74.7,106.7
2024,REG,00-0036555,C.Hubbard,Chuba Hubbard,RB,RB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/oyis5zooijf0xfme9csj",7,CAR,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,103,537,3,0,0,28,3.12423119577579,0,22,24,93,1,2,1,-27,118,6,-8.32196204055799,0,-3.44444444444444,0.138728323699422,-0.0245454545454545,0.190910667367315,0,85,107
2024,REG,00-0036556,B.Jordan,Brevin Jordan,TE,TE,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/sw6kge0me7ei8opbvfjq",2,HOU,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,2,3,7,0,0,0,1,3,1,1.45120431156829,0,7,0.0461538461538462,0.00197628458498024,0.0706141684402554,0,0.7,2.7
2024,REG,00-0036563,D.Lenoir,Deommodore Lenoir,CB,DB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/p3i2vathgbtmnomt3eip",1,SF,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,,,,,1,6,6
2024,REG,00-0036613,J.Waddle,Jaylen Waddle,WR,WR,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/qjsz2h6shbdnksctzeka",6,MIA,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,2,7,0,0,0,0,-0.211402187909698,0,22,30,269,0,0,0,247,99,11,15.2775196071834,0,1.08906882591093,0.168539325842697,0.18364312267658,0.381359174637651,0,27.6,49.6
2024,REG,00-0036620,D.Eskridge,D'Wayne Eskridge,WR,WR,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/lwg4cpbjcdcgoru2emht",1,MIA,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,1,1,30,0,0,0,13,17,1,2.01802403491456,0,2.30769230769231,0.032258064516129,0.0643564356435644,0.0934366017246886,0,3,4
2024,REG,00-0036626,D.Brown,Dyami Brown,WR,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/mibh7ud59ygmzm19ivac",6,WAS,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,9,13,128,1,0,0,135,64,6,5.2799055253047,0,0.948148148148148,0.0778443113772455,0.10258358662614,0.188574977704166,0,18.8,27.8
2024,REG,00-0036628,J.Bates,John Bates,TE,TE,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/edpnkleev10rpzfgjakv",3,WAS,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,2,3,14,0,0,0,5,6,0,0.139013482490554,0,2.8,0.036144578313253,0.0118764845605701,0.0625304066622786,0,1.4,3.4
2024,REG,00-0036630,T.Wallace,Tylan Wallace,WR,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/e3ghtadqh39zhu0iieht",1,BAL,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,2,2,31,0,0,0,18,13,2,3.20960194081999,0,1.72222222222222,0.0487804878048781,0.0471204188481675,0.106155024901034,0,3.1,5.1
2024,REG,00-0036637,N.Gray,Noah Gray,TE,TE,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/erihh0eiq4m76k2ejvax",5,KC,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,14,15,185,0,0,0,112,87,10,5.69679846169311,0,1.65178571428571,0.1,0.125279642058166,0.237695749440716,0,18.5,32.5
2024,REG,00-0036646,S.Fehoko,Simi Fehoko,WR,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/fcso2vvp9tgqjm30qmuq",3,LAC,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,6,13,106,0,0,0,191,16,6,4.81317606436292,0,0.554973821989529,0.149425287356322,0.258108108108108,0.404813606710158,0,10.6,16.6
2024,REG,00-0036727,A.Prentice,Adam Prentice,FB,RB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/yiwqv2dccizjdkw1dmye",1,NO,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,0,1,0,0,0,0,3,0,0,-0.497346814488992,0,0,0.0666666666666667,0.0217391304347826,0.115217391304348,0,0,0
2024,REG,00-0036741,J.Stoll,Jack Stoll,TE,TE,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/mgdfot0jqtcby1zfnu79",1,PHI,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,1,2,4,0,0,0,7,1,0,-0.762781247962266,0,0.571428571428571,0.0689655172413793,0.0276679841897233,0.122815864794875,0,0.4,1.4
2024,REG,00-0036754,B.Wright,Brock Wright,TE,TE,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/irowew9hgqaa9vcd8fri",4,DET,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,7,9,49,0,0,0,55,25,3,-1.47507354198024,0,0.890909090909091,0.09375,0.104562737642586,0.21381891634981,0,4.9,11.9
2024,REG,00-0036825,F.Franks,Feleipe Franks,TE,TE,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/bymlmtfg2hjxymbheske",1,CAR,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,0,1,0,0,0,0,17,0,0,-3.02858219714835,0,0,0.025,0.0562913907284768,0.0769039735099338,0,0,0
2024,REG,00-0036849,T.Atwell,Tutu Atwell,WR,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/hpvbp9pn7ifbh62nde0n",6,LA,0,1,0,0,0,0,0,0,0,34,0,0,-0.511101376265287,0,0,,1,7,0,0,0,0,0.224415790406056,0,24,36,350,0,0,0,428,95,16,5.3068325453036,0,0.817757009345795,0.2,0.306810035842294,0.514767025089606,0,35.7,59.7
